,公司,年份,發言日期,發言時間,發言人,發言人職稱,發言人電話,主旨,符合條款,事實發生日,說明
746,1796,2017,106/03/21,19:18:49,蕭興義,副總經理,06-5109001,公告本公司董事會決議召開106年股東常會,第 32 款,106/03/21,"1.董事會決議日期:106/03/21
2.股東會召開日期:106/06/16
3.股東會召開地點:台南市善化區大利二路3號
4.召集事由:
(一)報告事項
(1)本公司105年度營業報告書。
(2)審計委員會審查105年度報告。
(3)本公司105年度董事及員工酬勞案。
(二)承認事項
(1)本公司105年度財務報表及營業報告書承認案。
(2)本公司105年度盈餘分配案。
(三)討論事項
(1)修訂本公司「取得或處分資產處理程序」案。
(四)臨時動議。
5.停止過戶起始日期:106/04/18
6.停止過戶截止日期:106/06/16
7.其他應敘明事項:無。"
747,1796,2017,106/03/21,19:23:40,蕭興義,副總經理,06-5109001,公告本公司106年第一次董事會重要決議事項,第 43 款,106/03/21,"1.事實發生日:106/03/21
2.公司名稱:金穎生物科技股份有限公司
3.與公司關係(請輸入本公司或聯屬公司):本公司
4.相互持股比例(若前項為本公司，請填不適用):不適用
5.發生緣由:本公司106年第一次董事會通過以下重要議案：
(1)通過本公司民國105年度董事及員工酬勞分配案。
(2)通過本公司民國105年度個體財務報告及合併財務報告書案。
(3)通過本公司民國105年度營業報告書案。
(4)通過本公司民國105年度盈餘分配案。
(5)通過本公司民國105年度內部控制制度聲明書案。
(6)通過本公司「公司治理實務守則」及「董事及經理人績效評估辦法」案。
(7)通過本公司「取得或處分資產處理程序」修訂案。
(8)通過本公司「核決權限管理辦法」修訂案。
(9)通過本公司申請股票上櫃之財務預測案。
(10)通過本公司委託主辦承銷商於承銷期間辦理過額配售及擬請特定股東
自願股票集保案。
(11)通過受理持股1%股東書面提案。
(12)通過本公司民國106年度股東常會召集案。
(13)通過台北富邦銀行短期營運週轉金授信額度案。
6.因應措施:無。
7.其他應敘明事項:無。"
748,1796,2017,106/03/21,20:13:33,蕭興義,副總經理,06-5109001,公告本公司董事會通過105年度個體及合併財務報告,第 43 款,106/03/21,"1.事實發生日:106/03/21
2.公司名稱:金穎生物科技股份有限公司
3.與公司關係(請輸入本公司或聯屬公司):本公司
4.相互持股比例(若前項為本公司，請填不適用):不適用
5.發生緣由:本公司董事會通過105年度個體及合併財務報告
6.因應措施:無。
7.其他應敘明事項:
(1)本公司105年度個體財務報告簡述如下：
營業收入：新台幣431,558仟元
營業毛利：新台幣210,038仟元
營業利益：新台幣105,536仟元
稅前淨利：新台幣113,545仟元
本期淨利：新台幣94,122仟元
基本每股盈餘：新台幣 3.79元
(2)本公司105年度合併財務報告簡述如下：
營業收入：新台幣452,560仟元
營業毛利：新台幣226,200仟元
營業利益：新台幣116,510仟元
稅前淨利：新台幣116,673仟元
本期淨利：新台幣94,122仟元
基本每股盈餘：新台幣 3.79元
(3)上列個體及合併財務報告詳細資訊將於主管機關規定期限內完成上傳作業。"
749,1796,2017,106/03/21,20:21:43,蕭興義,副總經理,06-5109001,本公司董事會決議通過105年度董事及員工酬勞,第 43 款,106/03/21,"1.事實發生日:106/03/21
2.公司名稱:金穎生物科技股份有限公司
3.與公司關係(請輸入本公司或聯屬公司):本公司
4.相互持股比例(若前項為本公司，請填不適用):不適用
5.發生緣由:本公司106年3月21日董事會決議通過105年度董事及員工
酬勞分配案。
6.因應措施:無。
7.其他應敘明事項:
(1)本公司董事會106年3月21日決議通過發放105年度董事酬勞新台幣
1,905,593元，及員工酬勞新台幣4,287,582元，均以現金發放。
(2)以上決議數與105年度認列費用估列金額無差異。
(3)本案經董事會通過後，依法提106年股東會報告。"
750,1796,2017,106/04/20,17:04:37,蕭興義,副總經理,06-5109001,公告法人董事改派代表人,第 6 款,106/04/20,"1.發生變動日期:106/04/20
2.法人名稱:佳格食品股份有限公司
3.舊任者姓名及簡歷:曹德風(佳格食品董事長)
4.新任者姓名及簡歷:洪佳君(佳格食品財務資訊處處長)
5.異動原因:法人董事改派代表人
6.原任期（例xx/xx/xx ~ xx/xx/xx）:105/06/21~108/06/20
7.新任生效日期:106/04/20
8.其他應敘明事項:無"
751,1796,2017,106/04/27,16:16:00,蕭興義,副總經理,06-5109001,公告本公司取得會計師105年度內部控制專案審查報告,第 25 款,106/04/27,"1.取得會計師「內部控制專案審查報告」日期:106/04/27
2.委請會計師執行內部控制專案審查日期:105/01/01~105/12/31
3.委請會計師執行內部控制專案審查之緣由:因應上櫃申請作業需求。
4.申報公告「內部控制專案審查報告」內容之日期:106/04/27
5.其他應敘明事項:無。"
752,1796,2017,106/05/05,16:34:18,蕭興義,副總經理,06-5109001,公告本公司董事會決議召開106年股東常會(新增議案),第 32 款,106/05/05,"1.董事會決議日期:106/05/05
2.股東會召開日期:106/06/16
3.股東會召開地點:台南市善化區大利二路3號
4.召集事由:
(一)報告事項
(1)本公司105年度營業報告書。
(2)審計委員會審查105年度報告。
(3)本公司105年度董事及員工酬勞案。
(二)承認事項
(1)本公司105年度財務報表及營業報告書承認案。
(2)本公司105年度盈餘分配案。
(三)討論事項
(1)修訂本公司「取得或處分資產處理程序」案。
(2)解除本公司董事競業禁止限制案。(新增議案)
(四)臨時動議。
5.停止過戶起始日期:106/04/18
6.停止過戶截止日期:106/06/16
7.其他應敘明事項:無。"
753,1796,2017,106/05/05,16:37:57,蕭興義,副總經理,06-5109001,公告本公司106年第二次董事會重要決議事項,第 43 款,106/05/05,"1.事實發生日:106/05/05
2.公司名稱:金穎生物科技股份有限公司
3.與公司關係(請輸入本公司或聯屬公司):本公司
4.相互持股比例(若前項為本公司，請填不適用):不適用
5.發生緣由:本公司106年第二次董事會通過以下重要議案：
(1)通過本公司簽證會計師獨立性及適任性之評估，暨委任簽證會計師
並決議其報酬案。
(2)通過解除本公司董事競業禁止限制案。
(3)通過本公司民國106年度股東常會召集案(新增議案)。
(4)通過修訂本公司與關係人、特定公司及集團公司間往來作業程序案。
6.因應措施:無。
7.其他應敘明事項:無。"
754,1796,2017,106/06/16,16:29:08,蕭興義,副總經理,06-5109001,公告本公司106年股東常會重要決議事項,第 15 款,106/06/16,"1.股東會日期:106/06/16
2.重要決議事項:
一、報告事項
(1)105年度營業報告書。
(2)105年度審計委員會審查報告書。
(3)105年度董事酬勞及員工酬勞分派報告。
二、承認事項
(1)105年度營業報告書及財務報表案。
(2)105年度盈餘分配案。
三、討論事項
(1)通過修訂「取得或處分資產處理程序」案。
(2)通過解除本公司董事競業禁止限制案。
3.年度財務報告是否經股東會承認 :是。
4.其它應敘明事項 :無。"
755,1796,2017,106/06/16,16:30:11,蕭興義,副總經理,06-5109001,公告本公司106年股東常會決議解除董事競業禁止之限制,第 22 款,106/06/16,"1.股東會決議日:106/06/16
2.許可從事競業行為之董事姓名及職稱:
佳格食品(股)公司 代表人：洪佳君
松延酵素(股)公司 代表人：紀宜仁
3.許可從事競業行為之項目:
(1)洪佳君董事：佳乳食品(股)公司總經理、董事；喝好水(股)公司董事；
德泰科技(股)公司董事。
(2)紀宜仁董事：松延酵素(股)公司董事；長利奈米生物科技(股)公司董事。
4.許可從事競業行為之期間:任職本公司董事職務期間。
5.決議情形（請依公司法第209條說明表決結果）:
本案經主席徵詢全體出席股東無異議照案通過。
6.所許可之競業行為如屬大陸地區事業之營業者，董事姓名及職稱（非屬大陸地區事業之
營業者，以下欄位請輸不適用）:不適用。
7.所擔任該大陸地區事業之公司名稱及職務:不適用。
8.所擔任該大陸地區事業地址:不適用。
9.所擔任該大陸地區事業營業項目:不適用。
10.對本公司財務業務之影響程度:不適用。
11.董事如有對該大陸地區事業從事投資者，其投資金額及持股比例:不適用。
12.其他應敘明事項:無。"
756,1796,2017,106/06/28,15:26:37,蕭興義,副總經理,06-5109001,公告本公司董事長訂定除息基準日等相關事宜,第 31 款,106/06/28,"1.董事會、股東會決議或公司決定日期:106/06/28
2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息
3.發放股利種類及金額:現金股利52,408,421元，每股現金2.1元
4.除權（息）交易日:106/07/18
5.最後過戶日:106/07/19
6.停止過戶起始日期:106/07/20
7.停止過戶截止日期:106/07/24
8.除權（息）基準日:106/07/24
9.其他應敘明事項:
現金股利預計於106年8月11日發放"
757,1796,2017,106/07/27,18:15:29,蕭興義,副總經理,06-5109001,"本公司與泰國國家遺傳工程與生物技術中心(National
Center for Genetic Engineering and Biotechnology，簡稱
BIOTEC)簽訂工業用生物性製品技術與市場合作備忘錄",第 8 款,106/07/27,"1.事實發生日:106/07/27
2.契約或承諾相對人:泰國國家科技發展局
(National Science and Technology Development Agency，簡稱NSTDA)
所轄之泰國國家遺傳工程與生物技術中心
(National Center for Genetic Engineering and Biotechnology，簡稱BIOTEC)
3.與公司關係:無
4.契約或承諾起迄日期(或解除日期):106/07/27
5.主要內容(解除者不適用):雙方合作開發工業用生物性製品並使其商業化。
6.限制條款(解除者不適用):依合作備忘錄規定。
7.對公司財務、業務之影響(解除者不適用):長期能拓展營運範圍，強化經營績效，
將對公司之財務及業務具有正面的影響。
8.具體目的(解除者不適用):經由雙方合作，加速進入發酵技術應用之新領域及新市場。
9.其他應敘明事項:
NSTDA為泰國最高科技發展統轄部門。泰國天然資源豐富，期許透過生技產業發酵技術，
有效提升其物產之經濟效益；金穎生技與泰國BIOTEC簽訂MOU，以具優勢之微生物發酵
量產專長，開發工業用生物性製品，同時坐擁低廉天然資源及廣大在地市場；
配合政府新南向政策，規畫東協優勢開發潛力基地。"
758,1796,2017,106/08/09,18:17:25,蕭興義,副總經理,06-5109001,公告本公司106年第三次董事會重要決議事項,第 43 款,106/08/09,"1.事實發生日:106/08/09
2.公司名稱:金穎生物科技股份有限公司
3.與公司關係(請輸入本公司或聯屬公司):本公司
4.相互持股比例(若前項為本公司，請填不適用):不適用
5.發生緣由:本公司106年第三次董事會通過以下重要議案：
(1)通過本公司106年度第二季財務報告案。
(2)通過本公司民國105年度董事酬勞分配明細案。
(3)通過本公司民國105年度經理人員工酬勞分配明細案。
(4)通過本公司組織圖修訂案。
(5)通過本公司書面內部控制制度修訂案。
(6)通過兆豐國際商業銀行營運週轉金額度展延案。
6.因應措施:無。
7.其他應敘明事項:無。"
759,1796,2017,106/08/09,18:18:43,蕭興義,副總經理,06-5109001,公告本公司董事會通過106年第二季合併財務報告,第 43 款,106/08/09,"1.事實發生日:106/08/09
2.公司名稱:金穎生物科技股份有限公司
3.與公司關係(請輸入本公司或聯屬公司):本公司
4.相互持股比例(若前項為本公司，請填不適用):不適用
5.發生緣由:本公司董事會通過106年第二季合併財務報告
6.因應措施:無。
7.其他應敘明事項:
(1)本公司106年第二季合併財務報告簡述如下：
營業收入：新台幣 186,145仟元
營業毛利：新台幣  80,434仟元
營業利益：新台幣  22,183仟元
稅前淨利：新台幣  21,064仟元
本期淨利：新台幣  16,563仟元
基本每股盈餘：新台幣 0.66元
(2)上列合併財務報告詳細資訊將於主管機關規定期限內完成上傳作業。"
760,1796,2017,106/10/06,18:13:37,蕭興義,副總經理,06-5109001,公告本公司106年第四次董事會重要決議事項,第 43 款,106/10/06,"1.事實發生日:106/10/06
2.公司名稱:金穎生物科技股份有限公司
3.與公司關係(請輸入本公司或聯屬公司):本公司
4.相互持股比例(若前項為本公司，請填不適用):不適用
5.發生緣由:本公司106年第四次董事會通過以下重要議案：
(1)通過本公司書面內部控制制度及內部稽核實施細則修訂案。
(2)通過本公司民國106年度營業暨預算修訂案。
(3)通過本公司對子公司(東莞金穎生物科技有限公司)現金增資案。
6.因應措施:無。
7.其他應敘明事項:無。"
761,1796,2017,106/11/09,18:25:54,蕭興義,副總經理,06-5109001,公告本公司106年第五次董事會重要決議事項,第 43 款,106/11/09,"1.事實發生日:106/11/09
2.公司名稱:金穎生物科技股份有限公司
3.與公司關係(請輸入本公司或聯屬公司):本公司
4.相互持股比例(若前項為本公司，請填不適用):不適用
5.發生緣由:本公司106年第五次董事會重要財務業務報告及重要決議事項如下：
一、重要財務業務報告：
本公司民國106年第三季財務報告，並委託資誠聯合會計師事務所核閱。
二、重要決議事項：
(1)通過本公司辦理現金增資發行新股以供本公司股票初次上櫃前公開承銷案。
(2)通過本公司書面內部控制制度及內部稽核實施細則修訂案。
(3)通過本公司「董事會議事規則」修訂案。
(4)通過本公司「審計委員會組織規程」修訂案。
(5)通過本公司「獨立董事職責範疇規則」修訂案。
(6)通過本公司組織圖調整案。
(7)通過本公司董事長執行公司職務報酬案。
(8)通過本公司民國107年度內部稽核計畫案。
(9)通過新增永豐商業銀行營運週轉金授信額度案。
6.因應措施:無。
7.其他應敘明事項:無。"
762,1796,2017,106/11/09,18:31:35,蕭興義,副總經理,06-5109001,"本公司董事會決議現金增資發行新股辦理
股票上櫃前公開承銷案",第 9 款,106/11/09,"1.董事會決議日期:106/11/09
2.增資資金來源:現金增資
3.發行股數(如屬盈餘轉增資，則不含配發給員工部份):2,484,000股
4.每股面額:新台幣10元
5.發行總金額:24,840,000元
6.發行價格:
暫定價格為每股新台幣35元溢價發行，惟實際發行價格及公開承銷之方式
擬授權董事長參酌市場狀況，並依相關證券法令，與主辦證券承銷商共同議定之。
7.員工認購股數或配發金額:372,000股
8.公開銷售股數:2,112,000股
9.原股東認購或無償配發比例(請註明暫定每仟股認購或配發股數):
依證券交易法第28條之1及本公司105年6月21日股東常會決議，由原股東放棄
優先認購權利，全數辦理上櫃前公開承銷，不受公司法第267條按照原有股份
比例儘先分認之規定限制。
10.畸零股及逾期未認購股份之處理方式:
員工認購不足或放棄認購部分，授權董事長洽特定人認購之。對外公開承銷
認購不足部分，擬依「中華民國證券商業同業公會證券商承銷或再行銷售有
價證券處理辦法」規定辦理。
11.本次發行新股之權利義務:
本次現金增資發行新股均採無實體發行，發行之新股權利及義務與原有股份相同。
12.本次增資資金用途:充實營運資金
13.其他應敘明事項:
(1)本次現金增資案俟主管機關申報生效後，授權董事長訂定增資基準日等發行新股之
相關事宜。
(2)本次現金增資發行新股所訂發行股數、發行條件、計畫項目及其他有關事項，
如因法令規定或主管機關核定及基於營運評估或因客觀環境須予以修正變更時，
授權董事長全權處理。"
763,1796,2017,106/12/06,15:35:07,蕭興義,副總經理,06-5109001,本公司召開法人說明會相關訊息,第 30 款,106/12/07,"符合條款第XX款：30
事實發生日：106/12/07
1.召開法人說明會之日期：106/12/07
2.召開法人說明會之時間：15 時 00 分 
3.召開法人說明會之地點：富邦人壽大樓(台北市敦化南路一段108號7樓)
4.法人說明會擇要訊息：受富邦證券邀請舉辦法人說明會
5.法人說明會簡報內容：內容檔案於當日會後公告於公開資訊觀測站
6.公司網站是否有提供法人說明會內容：無
7.其他應敘明事項：無"
764,1796,2017,106/12/20,17:55:57,蕭興義,副總經理,06-5109001,本公司召開上櫃前業績發表會,第 30 款,106/12/26,"符合條款第XX款：30
事實發生日：106/12/26
1.召開法人說明會之日期：106/12/26
2.召開法人說明會之時間：14 時 30 分 
3.召開法人說明會之地點：台北君悅酒店-三樓凱悅廳II區(台北市信義區松壽路2號3樓)
4.法人說明會擇要訊息：本次業績發表會將由本公司經營團隊向各界先進說明產業發展、財務業務狀況、未來風險、公司治理、企業社會責任、上櫃審議委員會詢問重點暨財團法人中華民國證券櫃檯買賣中心要求本公司於公開說明書及評估報告補充揭露事項。
5.法人說明會簡報內容：內容檔案於當日會後公告於公開資訊觀測站
6.公司網站是否有提供法人說明會內容：有，網址： http://www.geneferm.com/ch/investor-4.html
7.其他應敘明事項：無"
765,1796,2017,106/12/21,18:25:24,蕭興義,副總經理,06-5109001,公告本公司股票初次上櫃現金增資委託代收及存儲價款機構,第 43 款,106/12/21,"1.事實發生日:106/12/21
2.公司名稱:金穎生物科技股份有限公司
3.與公司關係(請輸入本公司或聯屬公司):本公司。
4.相互持股比例(若前項為本公司，請填不適用):不適用。
5.發生緣由:依據「發行人募集有價證券處理準則」辦理公告。
6.因應措施:不適用。
7.其他應敘明事項:
(1)訂約日期：106/12/21
(2)委託代收價款機構：
   員工認股代收股款機構：台灣銀行六甲頂分行。
   競價拍賣及公開申購代收股款機構：台北富邦商業銀行敦南分行。
(3)委託存儲專戶機構：台灣銀行仁德分行。"
766,1796,2017,106/12/27,16:32:53,蕭興義,副總經理,06-5109001,"公告本公司股票初次上櫃現金增資認股繳款期間暨調整暫定
承銷價相關事宜",第 43 款,106/12/27,"1.事實發生日:106/12/27
2.公司名稱:金穎生物科技股份有限公司
3.與公司關係(請輸入本公司或聯屬公司):本公司。
4.相互持股比例(若前項為本公司，請填不適用):不適用。
5.發生緣由:公告本公司股票初次上櫃前現金增資發行新股之相關事宜。
6.因應措施:不適用。
7.其他應敘明事項:
一、本公司為配合初次上櫃前公開承銷辦理現金增資新台幣24,840,000元，發行　
　　普通股2,484,000股，每股面額新台幣10元，業經財團法人中華民國證券櫃
　　檯買賣中心106年11月30日證櫃審字第1060032275號函核准申報生效在案。
二、本次現金增資發行新股依公司法第267條規定，保留本次發行股數之15%，即
　　372,000股由員工認購，其餘計2,112,000股全數提撥公開承銷。員工認購不
　　足或放棄認購之部份，授權董事長洽特定人認購之。
三、本次現金增資採溢價方式辦理，公開承銷股數採80%競價拍賣及20%公開申購
　　配售方式辦理承銷。競價拍賣最低承銷價格係以向中華民國證券商業同業公
　　會申報競價拍賣約定書前興櫃有成交之30個營業日其成交均價扣除無償配股
　　除權（或減資除權）及除息後簡單算術平均數之七成為上限，每股定為新台
　　幣29元，依投標價格高者優先得標，每一得標人應依其得標價格認購。而公
　　開申購承銷價，以各得標單之價格及其數量加權平均所得之價格為之，並以
　　最低承銷價格之1.2倍為上限，故暫定承銷價格為每股新台幣34.8元。
四、本次現金增資認股之繳款期間：
　　(1)競價拍賣期間：107年1月2日至107年1月4日
　　(2)公開申購期間：107年1月10日至107年1月12日
　　(3)競價拍賣扣款日期：107年1月11日
　　(4)公開申購扣款日期：107年1月15日
　　(5)員工認股繳款日期：107年1月16日至107年1月17日
　　(6)特定人認股繳款日期：107年1月18日
　　(7)增資基準日：107年1月18日
五、本次現金增資發行之新股權利義務與原已發行普通股相同。"
767,1796,2018,107/01/03,10:58:48,蕭興義,副總經理,06-5109001,澄清107/01/03經濟日報A18版報導,第 26 款,107/01/03,"1.傳播媒體名稱:經濟日報
2.報導日期:107/01/03
3.報導內容:
......大江生醫規劃取得金穎生技一成以上股權、至少一席董事，雙方正針對結盟案
洽談中，若順利最快今年上半年即可完成，.......。
4.投資人提供訊息概要:無。
5.公司對該等報導或提供訊息之說明:
對於經濟日報107/01/03「大江結盟金穎、拚保健品一哥」之報導係為媒體之臆測，
本公司對於市場臆測不予回應，本公司財務業務相關資訊以公開資訊觀測站公告為
準。
6.因應措施:發佈重大訊息澄清報導。
7.其他應敘明事項:無。"
768,1796,2018,107/01/03,17:23:33,蕭興義,副總經理,06-5109001,公告本公司股務代理機構名稱、辦公處所及聯絡電話,第 43 款,107/01/03,"1.事實發生日:107/01/03
2.公司名稱:金穎生物科技股份有限公司
3.與公司關係(請輸入本公司或聯屬公司):本公司。
4.相互持股比例(若前項為本公司，請填不適用):不適用。
5.發生緣由:依「公開發行股票公司股務處理準則」規定，於本公司股票在財團法
人中華民國證券櫃檯買賣中心初次上櫃掛牌前，公告本公司股務代理機構名稱、
辦公處所及聯絡電話等資訊。
6.因應措施:不適用。
7.其他應敘明事項:
　(1)股務代理機構名稱：兆豐證券股份有限公司股務代理部
　(2)股務代理機構辦公處所：台北市忠孝東路二段95號1樓
　(3)股務代理機構聯絡電話：(02)3393-0898
　(4)本公司上櫃後之股務代理機構仍為兆豐證券股份有限公司，並未變動。"
769,1796,2018,107/01/04,17:56:49,蕭興義,副總經理,06-5109001,公告本公司107年第一次董事會重要決議事項,第 43 款,107/01/04,"1.事實發生日:107/01/04
2.公司名稱:金穎生物科技股份有限公司
3.與公司關係(請輸入本公司或聯屬公司):本公司
4.相互持股比例(若前項為本公司，請填不適用):不適用
5.發生緣由:本公司107年第一次董事會重要決議事項如下：
(1)通過本公司終止興櫃、轉上櫃交易案。
(2)通過本公司106年現金增資發行新股授予經理人員工認股分配案。
(3)通過本公司民國107年度營業暨預算報告案。
6.因應措施:無。
7.其他應敘明事項:無。"
770,1796,2018,107/01/08,16:11:16,蕭興義,副總經理,06-5109001,公告本公司股票初次上櫃前現金增資發行新股承銷價格,第 43 款,107/01/08,"1.事實發生日:107/01/08
2.公司名稱:金穎生物科技股份有限公司
3.與公司關係(請輸入本公司或聯屬公司):本公司。
4.相互持股比例(若前項為本公司，請填不適用):不適用。
5.發生緣由:公告本公司股票初次上櫃前現金增資發行新股承銷價格
6.因應措施:無。
7.其他應敘明事項:
一、本公司為配合初次上櫃前公開承銷辦理現金增資新台幣24,840,000元，發行　
　　普通股2,484,000股，每股面額新台幣10元，業經財團法人中華民國證券櫃
　　檯買賣中心106年11月30日證櫃審字第1060032275號函核准申報生效在案。
二、本次現金增資採溢價方式辦理，競價拍賣最低承銷價格為每股新台幣29元，
　　依投標價格高者優先得標，每一得標人應依其得標價格認購；各得標單之價
　　格及其數量加權平均價格為新台幣45.75元，高於最低承銷價格之1.2倍，故
　　公開申購承銷價格以每股新台幣34.8元發行。
三、本次增資發行之新股，其權利義務與已發行之原有股份相同。"
771,1796,2018,107/01/18,17:09:58,蕭興義,副總經理,06-5109001,"公告本公司辦理股票初次上櫃前現金增資收足股款暨增資
基準日",第 43 款,107/01/18,"1.事實發生日:107/01/18
2.公司名稱:金穎生物科技股份有限公司
3.與公司關係(請輸入本公司或聯屬公司):本公司。
4.相互持股比例(若前項為本公司，請填不適用):不適用。
5.發生緣由:依據「發行人募集與發行有價證券處理準則」第9條第1項第2款規定辦理。
6.因應措施:無。
7.其他應敘明事項:
(1)本公司辦理股票初次上櫃前現金增資發行新股2,484,000股，競價拍賣最低承
　 銷價格為新台幣29元，依投標價格高者優先得標，每一得標人應依其得標價格
　 認購，各得標單之價格及其數量加權平均價格為新台幣45.75元；公開申購承
　 銷價格為每股新台幣34.8元；總計新台幣104,945,370元，業已全數收足。
(2)現金增資基準日：107年01月18日。"
772,1796,2018,107/01/18,17:11:22,蕭興義,副總經理,06-5109001,公告本公司辦理股票初次上櫃過額配售內容,第 43 款,107/01/18,"1.事實發生日:107/01/18
2.公司名稱:金穎生物科技股份有限公司
3.與公司關係(請輸入本公司或聯屬公司):本公司。
4.相互持股比例(若前項為本公司，請填不適用):不適用。
5.發生緣由:公告本公司辦理股票初次上櫃過額配售內容。
6.因應措施:無。
7.其他應敘明事項:
(1)掛牌第一個交易日至第五個交易日：107/01/22～107/01/26。
(2)承銷價：每股新台幣34.8元。
(3)公開承銷數量：2,112,000股(不含過額配售數量)。
(4)過額配售數量：100,000股。
(5)過額配售佔公開承銷數量比例：4.73%。
(6)過額配售所得價款：新台幣3,480,000元。"
773,1796,2018,107/01/19,15:53:33,蕭興義,副總經理,06-5109001,公告本公司洽定上櫃買賣開始日並自同日起終止興櫃買賣,第 28 款,107/01/19,"1.事實發生日:107/01/19
2.停止或終止有價證券登錄興櫃股票之原因:轉至上櫃交易
3.預計或實際停止或終止有價證券登錄興櫃股票之日期:107/01/22
4.其它應敘明事項:
(1)本公司申請股票初次上櫃案，業經財團法人中華民國證券櫃檯買賣中心
   106年11月1日證櫃審字第10601018171號函核准。
(2)本公司為配合初次上櫃前公開承銷辦理現金增資發行普通股2,484,000股，
   每股面額新台幣10元整，業經財團法人中華民國證券櫃檯買賣中心106年11
   月30日證櫃審字第1060032275號函核准申報生效在案。
(3)本公司股票經財團法人中華民國證券櫃檯買賣中心107年1月19日證櫃審字
   第10700009812號函核准，將於107年1月22日起上櫃掛牌買賣，並自同日起
   終止興櫃市場買賣。"
774,1796,2018,107/01/26,16:13:55,蕭興義,副總經理,06-5109001,公告本公司上櫃掛牌首五個營業日穩定價格操作結果,第 51 款,107/01/26,"1.事實發生日:107/01/26
2.公司名稱:金穎生物科技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:依據「中華民國證券商業同業公會承銷商辦理初次上市(櫃)案件承銷
作業應行注意事項要點」之規定，公告本公司上櫃掛牌首五個營業日穩定價格操
作結果。
(1)主辦承銷商：富邦綜合證券股份有限公司
(2)證券名稱、代號：金穎生技（股票代號：1796）
(3)實際過額配售數量：100,000股
(4)承銷價格：每股新台幣34.8元
(5)過額配售所得價款：新台幣3,480,000元
(6)執行穩定操作期間：107/01/22～107/01/26
(7)主辦承銷商「穩定價格操作專戶」買進累計數量：0股
6.因應措施:不適用
7.其他應敘明事項:無"
775,1796,2018,107/03/22,15:37:23,蕭興義,副總經理,06-5109001,公告本公司董事會重要決議事項,第 53 款,107/03/22,"1.事實發生日:107/03/22
2.公司名稱:金穎生物科技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:本公司董事會通過以下議案
(1)通過民國106年度董事及員工酬勞分配案。
(2)通過民國106年度個體財務報告及合併財務報告書案。
(3)通過民國106年度營業報告書案。
(4)通過民國106年度盈餘分配案。
(5)通過民國106年度內部控制制度聲明書案。
(6)通過本公司「薪資報酬委員會組織規程」修訂案。
(7)通過委任簽證會計師暨簽證會計師獨立性及適任性之評估，並決議其報酬案。
(8)通過擬訂受理持股1%股東書面提案。
(9)通過民國107年度股東常會召集案。
6.因應措施:無
7.其他應敘明事項:無"
776,1796,2018,107/03/22,15:39:12,蕭興義,副總經理,06-5109001,公告本公司董事會決議召開107年股東常會相關事宜,第 17 款,107/03/22,"1.董事會決議日期:107/03/22
2.股東會召開日期:107/06/14
3.股東會召開地點:台南市善化區大利二路3號
4.召集事由一、報告事項:
(1)本公司106年度營業報告書。
(2)審計委員會審查106年度報告。
(3)本公司106年度董事及員工酬勞案。
(4)修訂「董事會議事規則」報告。
5.召集事由二、承認事項:
(1)本公司106年度營業報告書及財務報表承認案。
(2)本公司106年度盈餘分配案。
6.召集事由三、討論事項:無
7.召集事由四、選舉事項:無
8.召集事由五、其他議案:無
9.召集事由六、臨時動議:無
10.停止過戶起始日期:107/04/16
11.停止過戶截止日期:107/06/14
12.其他應敘明事項:無"
777,1796,2018,107/03/22,15:40:12,蕭興義,副總經理,06-5109001,公告本公司董事會通過106年度個體及合併財務報表,第 53 款,107/03/22,"1.事實發生日:107/03/22
2.公司名稱:金穎生物科技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:本公司106年度個體及合併財務報表經107/03/22董事會決議通過
(1)106年度個體財務報表之相關資訊如下:
   營業收入                334,221仟元
   營業毛利                132,057仟元
   營業利益                 25,283仟元
   本期淨利                 28,233仟元
   基本每股盈餘                 1.13元
(2)106年度合併財務報表之相關資訊如下:
   營業收入                349,830仟元
   營業毛利                147,940仟元
   營業利益                 36,192仟元
   本期淨利                 28,233仟元
   基本每股盈餘                 1.13元
6.因應措施:無
7.其他應敘明事項:
有關本公司106年度個體及合併財務報表詳細資訊將於主管機關規定期限內，
完成上傳作業，屆時相關之財務報表資訊請逕向公開資訊觀測站查詢。"
778,1796,2018,107/03/22,15:41:26,蕭興義,副總經理,06-5109001,公告本公司董事會決議通過106年度董事及員工酬勞案,第 53 款,107/03/22,"1.事實發生日:107/03/22
2.公司名稱:金穎生物科技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:依據金管會105年1月30日金管證審字第1050001900號令規定辦理，
公告本公司董事會107/3/22決議通過發放董事及員工酬勞
(1)董事酬勞:新台幣633,000元，以現金發放。
(2)員工酬勞:新台幣1,426,000元，以現金發放。
上述決議數與106年度認列費用無差異。
6.因應措施:無
7.其他應敘明事項:無"
